name,capacity,technology,form factor,connectivity,release date,more tech info,dram inside,release year,capacity TBytes,power_idle,power_avg,power_max
Kingston UV400,120 GB,TLCToshibaPlanar,"2.5""",SATA 6 Gbps,May 2016,88SS1074,1024 MB(960 GB model),2016,0.1171875,1,1,4
Kingston UV400,240 GB,TLCToshibaPlanar,"2.5""",SATA 6 Gbps,May 2016,88SS1074,1024 MB(960 GB model),2016,0.234375,1,1,4
Kingston UV400,480 GB,TLCToshibaPlanar,"2.5""",SATA 6 Gbps,May 2016,88SS1074,1024 MB(960 GB model),2016,0.46875,1,1,4
Kingston UV400,960 GB,TLCToshibaPlanar,"2.5""",SATA 6 Gbps,May 2016,88SS1074,1024 MB(960 GB model),2016,0.9375,1,1,4
Kingston NV3 (Phison E27T + Micron B58R TLC 1Tb),1 TB,TLCMicron232-layer,M.2 2280,PCIe 4.0 x4,2025,Phison E27T,DRAM-less(64 MB HMB),2025,1,0,0,0
Kingston NV3 (SM2268XT2 + Micron B58R TLC 1Tb),2 TB,TLCMicron232-layer,M.2 2280,PCIe 4.0 x4,2025,SM2268XT2,DRAM-less(64 MB HMB),2025,2,1,4,4
Kingston NV3 (TenaFe TC2201 + YMTC QLC 1Tb X3-6070),1 TB,QLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Aug 2024,TC2201,DRAM-less(64 MB HMB),2024,1,0,0,0
Kingston NV3 (TenaFe TC2201 + YMTC QLC 1Tb X3-6070),2 TB,QLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Aug 2024,TC2201,DRAM-less(64 MB HMB),2024,2,0,0,0
Kingston NV3 (Phison E27T + Kioxia BiCS6 TLC 1Tb),1 TB,TLCKioxia162-layer,M.2 2280,PCIe 4.0 x4,Aug 2024,Phison E27T,DRAM-less(64 MB HMB),2024,1,0,0,0
Kingston NV3 (Phison E27T + Kioxia BiCS6 TLC 1Tb),2 TB,TLCKioxia162-layer,M.2 2280,PCIe 4.0 x4,Aug 2024,Phison E27T,DRAM-less(64 MB HMB),2024,2,0,0,0
Kingston NV3 (TenaFe TC2201 + Kioxia BiCS6 QLC 1Tb),2 TB,QLCKioxia162-layer,M.2 2280,PCIe 4.0 x4,Aug 2024,TC2201,DRAM-less(64 MB HMB),2024,2,1,4,4
Kingston NV3 (SM2268XT2 + Kioxia BiCS6 QLC 1Tb),500 GB,QLCKioxia162-layer,M.2 2280,PCIe 4.0 x4,Aug 2024,SM2268XT2,DRAM-less(64 MB HMB),2024,0.48828125,0,0,0
Kingston NV3 (SM2268XT2 + Kioxia BiCS6 QLC 1Tb),1 TB,QLCKioxia162-layer,M.2 2280,PCIe 4.0 x4,Aug 2024,SM2268XT2,DRAM-less(64 MB HMB),2024,1,0,0,0
Kingston NV3 (SM2268XT2 + Kioxia BiCS6 QLC 1Tb),2 TB,QLCKioxia162-layer,M.2 2280,PCIe 4.0 x4,Aug 2024,SM2268XT2,DRAM-less(64 MB HMB),2024,2,1,4,4
Kingston NV2 (Phison E19T + Micron B47R),250 GB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Unknown,Phison E19T,DRAM-less(64 MB HMB),nown,0.244140625,0,0,0
Kingston NV2 (Phison E19T + Micron B47R),500 GB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Unknown,Phison E19T,DRAM-less(64 MB HMB),nown,0.48828125,2,4,6
Kingston NV2 (Phison E19T + Kioxia BiCS5 512Gb),250 GB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Unknown,Phison E19T,DRAM-less(64 MB HMB),nown,0.244140625,0,0,0
Kingston NV2 (Phison E19T + Kioxia BiCS5 512Gb),500 GB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Unknown,Phison E19T,DRAM-less(64 MB HMB),nown,0.48828125,2,4,6
Kingston NV2 (Phison E21T + Intel N38A),1 TB,QLCIntel144-layer,M.2 2280,PCIe 4.0 x4,Unknown,Phison E21T,DRAM-less(64 MB HMB),nown,1,0,0,0
Kingston NV2 (Phison E21T + Kioxia BiCS5 1Tb),1 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Sep 2022,Phison E21T,DRAM-less(64 MB HMB),2022,1,0,0,0
Kingston NV2 (Phison E21T + Kioxia BiCS5 1Tb),2 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Sep 2022,Phison E21T,DRAM-less(64 MB HMB),2022,2,0,0,0
Kingston NV2 (Phison E21T + Kioxia BiCS5 1Tb),4 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Sep 2022,Phison E21T,DRAM-less(64 MB HMB),2022,4,0,0,0
Kingston NV2 (Phison E21T + Micron N48R),1 TB,QLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Unknown,Phison E21T,DRAM-less(64 MB HMB),nown,1,0,0,0
Kingston NV2 (Phison E21T + Micron N48R),2 TB,QLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Unknown,Phison E21T,DRAM-less(64 MB HMB),nown,2,0,0,0
Kingston NV2 (Phison E21T + Micron N48R),4 TB,QLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Unknown,Phison E21T,DRAM-less(64 MB HMB),nown,4,0,0,0
Kingston NV2 (SM2267XT + YMTC CDT1B),250 GB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Unknown,SM2267XT,DRAM-less(64 MB HMB),nown,0.244140625,0,0,0
Kingston NV2 (SM2267XT + YMTC CDT1B),500 GB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Unknown,SM2267XT,DRAM-less(64 MB HMB),nown,0.48828125,2,4,6
Kingston NV2 (SM2267XT + YMTC CDT1B),1 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Unknown,SM2267XT,DRAM-less(64 MB HMB),nown,1,2,4,6
Kingston NV2 (SM2269XT + Micron B47R),500 GB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Unknown,SM2267XT,DRAM-less(64 MB HMB),nown,0.48828125,2,4,6
Kingston NV2 (SM2269XT + Kioxia BiCS5 1Tb),1 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Unknown,SM2269XT,DRAM-less(64 MB HMB),nown,1,0,0,0
Kingston NV2 (SM2269XT + Kioxia BiCS5 1Tb),2 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Unknown,SM2269XT,DRAM-less(64 MB HMB),nown,2,2,4,6
Kingston NV2 (SM2269XT + Kioxia BiCS5 1Tb),4 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Unknown,SM2269XT,DRAM-less(64 MB HMB),nown,4,0,0,0
Kingston NV2 (SM2269XT + Micron N48R),1 TB,QLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Unknown,SM2269XT,DRAM-less(64 MB HMB),nown,1,0,0,0
Kingston NV2 (SM2269XT + Micron N48R),2 TB,QLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Unknown,SM2269XT,DRAM-less(64 MB HMB),nown,2,2,4,6
Kingston NV2 (Tenafe TC2200 + Intel N38A),1 TB,QLCIntel144-layer,M.2 2280,PCIe 4.0 x4,Unknown,TC2200,DRAM-less(64 MB HMB),nown,1,0,0,0
Kingston NV2 (Tenafe TC2200 + Intel N38A),2 TB,QLCIntel144-layer,M.2 2280,PCIe 4.0 x4,Unknown,TC2200,DRAM-less(64 MB HMB),nown,2,2,4,6
Kingston NV2 (Tenafe TC2200 + YMTC CDT1B),250 GB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Unknown,TC2200,DRAM-less(64 MB HMB),nown,0.244140625,0,0,0
Kingston NV2 (Tenafe TC2200 + YMTC CDT1B),500 GB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Unknown,TC2200,DRAM-less(64 MB HMB),nown,0.48828125,2,4,6
Kingston NV2 (Tenafe TC2200 + YMTC CDT1B),1 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Unknown,TC2200,DRAM-less(64 MB HMB),nown,1,0,0,0
Kingston NV2 (Phison E21T),2 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Sep 2022,Phison E21T,DRAM-less(64 MB HMB),2022,2,0,0,0
Kingston NV2 (Phison E21T),4 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Sep 2022,Phison E21T,DRAM-less(64 MB HMB),2022,4,0,0,0
Kingston NV2 (SM2267XT),250 GB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Sep 2022,SM2267XT,DRAM-less(64 MB HMB),2022,0.244140625,0,0,0
Kingston NV2 (SM2267XT),500 GB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Sep 2022,SM2267XT,DRAM-less(64 MB HMB),2022,0.48828125,2,4,6
Kingston NV2 (SM2267XT),1 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Sep 2022,SM2267XT,DRAM-less(64 MB HMB),2022,1,2,4,6
Kingston NV2 (SM2267XT),2 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Sep 2022,SM2267XT,DRAM-less(64 MB HMB),2022,2,0,0,0
Kingston NV2 (SM2267XT + Intel N38A),1 TB,QLCIntel144-layer,M.2 2280,PCIe 4.0 x4,Sep 2022,SM2267XT,DRAM-less(64 MB HMB),2022,1,0,0,0
Kingston NV2 (SM2267XT + Intel N38A),2 TB,QLCIntel144-layer,M.2 2280,PCIe 4.0 x4,Sep 2022,SM2267XT,DRAM-less(64 MB HMB),2022,2,2,4,6
Kingston NV2 (Phison E21T + Kioxia BiCS5 512Gb),250 GB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Sep 2022,Phison E21T,DRAM-less(64 MB HMB),2022,0.244140625,0,0,0
Kingston NV2 (Phison E21T + Kioxia BiCS5 512Gb),500 GB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Sep 2022,Phison E21T,DRAM-less(64 MB HMB),2022,0.48828125,0,0,0
Kingston NV2 (Phison E21T + Kioxia BiCS5 512Gb),1 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Sep 2022,Phison E21T,DRAM-less(64 MB HMB),2022,1,0,0,0
Kingston NV1 (SM2263XT + Kioxia BiCS5),1 TB,TLCKioxia112-layer,M.2 2280,PCIe 3.0 x4,May 2021,SM2263XT,DRAM-less(64 MB HMB),2021,1,0,2,4
Kingston NV1 (Phison E13T + Micron N18A),250 GB,QLCMicron64-layer,M.2 2280,PCIe 3.0 x4,May 2021,Phison 13T,DRAM-less(64 MB HMB),2021,0.244140625,0,1,2
Kingston NV1 (Phison E13T + Micron N18A),500 GB,QLCMicron64-layer,M.2 2280,PCIe 3.0 x4,May 2021,Phison 13T,DRAM-less(64 MB HMB),2021,0.48828125,0,2,0
Kingston NV1 (Phison E13T + Micron N18A),1 TB,QLCMicron64-layer,M.2 2280,PCIe 3.0 x4,May 2021,Phison 13T,DRAM-less(64 MB HMB),2021,1,0,2,4
Kingston NV1 (Phison E13T + Micron N18A),2 TB,QLCMicron64-layer,M.2 2280,PCIe 3.0 x4,May 2021,Phison 13T,DRAM-less(64 MB HMB),2021,2,0,2,4
Kingston NV1 (SM2263XT + Micron N28A),250 GB,QLCMicron96-layer,M.2 2280,PCIe 3.0 x4,May 2021,SM2263XT,DRAM-less(64 MB HMB),2021,0.244140625,0,1,2
Kingston NV1 (SM2263XT + Micron N28A),500 GB,QLCMicron96-layer,M.2 2280,PCIe 3.0 x4,May 2021,SM2263XT,DRAM-less(64 MB HMB),2021,0.48828125,0,2,0
Kingston NV1 (SM2263XT + Micron N28A),1 TB,QLCMicron96-layer,M.2 2280,PCIe 3.0 x4,May 2021,SM2263XT,DRAM-less(64 MB HMB),2021,1,0,2,0
Kingston NV1 (SM2263XT + Micron N28A),2 TB,QLCMicron96-layer,M.2 2280,PCIe 3.0 x4,May 2021,SM2263XT,DRAM-less(64 MB HMB),2021,2,0,2,0
Kingston KC600 (SM2259 + Micron B16A),512 GB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,2020,SM2259H,Unknown,2020,0.5,0,0,0
Kingston KC600 (SM2259 + Micron B47R),1 TB,TLCMicron176-layer,"2.5""",SATA 6 Gbps,2023,SM2259H,1024 MB(1 TB model),2023,1,0,0,0
Kingston KC600 (SM2259 + Micron B27A),256 GB,TLCMicron96-layer,"2.5""",SATA 6 Gbps,Oct 2019,SM2259H,1024 MB(1 TB model),2019,0.25,0,4,0
Kingston KC600 (SM2259 + Micron B27A),512 GB,TLCMicron96-layer,"2.5""",SATA 6 Gbps,Oct 2019,SM2259H,1024 MB(1 TB model),2019,0.5,0,2,0
Kingston KC600 (SM2259 + Micron B27A),1 TB,TLCMicron96-layer,"2.5""",SATA 6 Gbps,Oct 2019,SM2259H,1024 MB(1 TB model),2019,1,0,2,0
Kingston KC600 (SM2259 + Micron B27A),2 TB,TLCMicron96-layer,"2.5""",SATA 6 Gbps,Oct 2019,SM2259H,1024 MB(1 TB model),2019,2,0,2,0
Kingston KC400,128 GB,TLCToshibaPlanar,"2.5""",SATA 6 Gbps,Jan 2016,Phison S10,1024 MB(1 TB model),2016,0.125,0,2,0
Kingston KC400,256 GB,TLCToshibaPlanar,"2.5""",SATA 6 Gbps,Jan 2016,Phison S10,1024 MB(1 TB model),2016,0.25,0,2,0
Kingston KC400,512 GB,TLCToshibaPlanar,"2.5""",SATA 6 Gbps,Jan 2016,Phison S10,1024 MB(1 TB model),2016,0.5,0,2,0
Kingston KC400,1 TB,TLCToshibaPlanar,"2.5""",SATA 6 Gbps,Jan 2016,Phison S10,1024 MB(1 TB model),2016,1,0,2,0
Kingston KC3000 (Kioxia BiCS5 HDR 512Gb),1 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,2023,Phison E18,1024 MB(1 TB model),2023,1,1,6,8
Kingston KC3000 (Kioxia BiCS5 HDR 512Gb),2 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,2023,Phison E18,1024 MB(1 TB model),2023,2,2,6,10
Kingston KC3000 (Kioxia BiCS5 HDR 1Tb),4 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,2023,Phison E18,4096 MB(4 TB model),2023,4,0,4,12
Kingston KC3000 (Micron B47R),512 GB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Oct 2021,Phison E18,1024 MB(1 TB model),2021,0.5,0.05,0,6
Kingston KC3000 (Micron B47R),1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Oct 2021,Phison E18,1024 MB(1 TB model),2021,1,1,6,8
Kingston KC3000 (Micron B47R),2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Oct 2021,Phison E18,1024 MB(1 TB model),2021,2,2,6,10
Kingston KC3000 (Micron B47R),4 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Oct 2021,Phison E18,1024 MB(1 TB model),2021,4,0,4,12
Kingston KC2500,250 GB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,Apr 2021,SM2262ENG,1024 MB(1 TB model),2021,0.244140625,0.05,4,8
Kingston KC2500,500 GB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,Apr 2021,SM2262ENG,1024 MB(1 TB model),2021,0.48828125,0.05,4,8
Kingston KC2500,1 TB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,Apr 2021,SM2262ENG,1024 MB(1 TB model),2021,1,0.05,4,8
Kingston KC2500,2 TB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,Apr 2021,SM2262ENG,1024 MB(1 TB model),2021,2,0.05,4,8
Kingston KC2000,250 GB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,May 2019,SM2262ENG,1024 MB(1 TB model),2019,0.244140625,0.05,4,8
Kingston KC2000,500 GB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,May 2019,SM2262ENG,1024 MB(1 TB model),2019,0.48828125,0,0,0
Kingston KC2000,1 TB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,May 2019,SM2262ENG,1024 MB(1 TB model),2019,1,1,4,6
Kingston KC2000,2 TB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,May 2019,SM2262ENG,1024 MB(1 TB model),2019,2,1,4,8
Kingston KC1000,240 GB,TLCToshibaPlanar,M.2 2280,PCIe 3.0 x4,May 2017,Phison E7,1024 MB(960 GB model),2017,0.234375,0,0,0
Kingston KC1000,480 GB,TLCToshibaPlanar,M.2 2280,PCIe 3.0 x4,May 2017,Phison E7,1024 MB(960 GB model),2017,0.46875,0,0,0
Kingston KC1000,960 GB,TLCToshibaPlanar,M.2 2280,PCIe 3.0 x4,May 2017,Phison E7,1024 MB(960 GB model),2017,0.9375,0,0,0
Kingston FURY Renegade (w/ Heatsink),500 GB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Oct 2021,Phison E18,1024 MB(1 TB model),2021,0.48828125,0,4,6
Kingston FURY Renegade (w/ Heatsink),1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Oct 2021,Phison E18,1024 MB(1 TB model),2021,1,1,6,8
Kingston FURY Renegade (w/ Heatsink),2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Oct 2021,Phison E18,1024 MB(1 TB model),2021,2,2,6,10
Kingston FURY Renegade (w/ Heatsink),4 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Oct 2021,Phison E18,1024 MB(1 TB model),2021,4,0,4,12
Kingston Fury Renegade G5,1 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Apr 2025,SM2508,Unknown(1 TB model),2025,1,0,0,8
Kingston Fury Renegade G5,2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Apr 2025,SM2508,Unknown(1 TB model),2025,2,0,0,8
Kingston Fury Renegade G5,4 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Apr 2025,SM2508,Unknown(1 TB model),2025,4,0,8,10
Kingston FURY Renegade,500 GB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Oct 2021,Phison E18,512 MB(500 GB model),2021,0.48828125,0,4,6
Kioxia XG8,512 GB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Apr 2022,IG5236,1024 MB(1 TB model),2022,0.5,0,0,8
Kioxia XG8,1 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Apr 2022,IG5236,1024 MB(1 TB model),2022,1,0,0,8
Kioxia XG8,2 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Apr 2022,IG5236,1024 MB(1 TB model),2022,2,2,0,8
Kioxia XG8,4 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Apr 2022,IG5236,1024 MB(1 TB model),2022,4,0,0,10
Kioxia XG6,512 GB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,May 2019,TC58NCP090GSD (Phison E7),512 MB(1 TB model),2019,0.5,0,0,0
Kioxia XG6,1 TB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,May 2019,TC58NCP090GSD (Phison E7),512 MB(1 TB model),2019,1,2,0,6
Kioxia LC9,123 TB,QLCKioxia218-layer,U.2,PCIe 5.0 x4,Mar 2025,Unknown,Unknown,2025,123,0,0,0
Kioxia FL6,800 GB,SLCKioxia96-layer,U.3,PCIe 4.0 x4,Sep 2021,TC58NC1132GTC,Unknown(800 GB model),2021,0.78125,6,8,0
Kioxia Exceria Pro,1 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Jul 2021,Phison E18,1024 MB(1 TB model),2021,1,0,0,10
Kioxia Exceria Pro,2 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Jul 2021,Phison E18,1024 MB(1 TB model),2021,2,0,0,10
Kioxia Exceria Plus G4,1 TB,TLCKioxia218-layer,M.2 2280,PCIe 5.0 x4,Dec 2024,Phison E31T,DRAM-less(64 MB HMB),2024,1,0,0,0
Kioxia Exceria Plus G4,2 TB,TLCKioxia218-layer,M.2 2280,PCIe 5.0 x4,Dec 2024,Phison E31T,DRAM-less(64 MB HMB),2024,2,6,0,6
Kioxia Exceria Plus G3,1 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,May 2023,Phison E21T,DRAM-less(64 MB HMB),2023,1,0,0,0
Kioxia Exceria Plus G3,2 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,May 2023,Phison E21T,DRAM-less(64 MB HMB),2023,2,0,0,0
Kioxia Exceria Plus G2,500 GB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,Jun 2024,Phison E12S,Unknown,2024,0.48828125,0,0,8
Kioxia Exceria Plus G2,1 TB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,Jun 2024,Phison E12S,Unknown,2024,1,0,0,8
Kioxia Exceria Plus G2,2 TB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,Jun 2024,Phison E12S,Unknown,2024,2,0,0,8
Kioxia Exceria Plus,500 GB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,Jun 2020,Phison E12S,1024 MB(1 TB model),2020,0.48828125,0,0,6
Kioxia Exceria Plus,1 TB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,Jun 2020,Phison E12S,1024 MB(1 TB model),2020,1,0,0,8
Kioxia Exceria Plus,2 TB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,Jun 2020,Phison E12S,1024 MB(1 TB model),2020,2,0,0,8
Kioxia Exceria G2,500 GB,TLCKioxia112-layer,M.2 2280,PCIe 3.0 x4,Jul 2021,Phison E12S,Unknown,2021,0.48828125,0,0,6
Kioxia Exceria G2,1 TB,TLCKioxia112-layer,M.2 2280,PCIe 3.0 x4,Jul 2021,Phison E12S,Unknown,2021,1,0,0,0
Kioxia Exceria G2,2 TB,TLCKioxia112-layer,M.2 2280,PCIe 3.0 x4,Jul 2021,Phison E12S,Unknown,2021,2,0,0,6
Kioxia Exceria,240 GB,TLCToshiba64-layer,"2.5""",SATA 6 Gbps,2021,Phison S11,DRAM-less,2021,0.234375,0,0,2
Kioxia Exceria,480 GB,TLCToshiba64-layer,"2.5""",SATA 6 Gbps,2021,Phison S11,DRAM-less,2021,0.46875,0,0,2
Kioxia Exceria,960 GB,TLCToshiba64-layer,"2.5""",SATA 6 Gbps,2021,Phison S11,DRAM-less,2021,0.9375,0,0,2
Kioxia CD6-R,960 GB,TLCToshiba96-layer,U.2,PCIe 4.0 x4,Feb 2020,88SS1132,Unknown(960 GB model),2020,0.9375,6,0,12
Kioxia BG6 (Kioxia BiCS5),256 GB,TLCKioxia112-layer,M.2 2230,PCIe 4.0 x4,May 2023,SM2268XT,DRAM-less(64 MB HMB),2023,0.25,0.05,6,0
Kioxia BG6 (Kioxia BiCS5),512 GB,TLCKioxia112-layer,M.2 2230,PCIe 4.0 x4,May 2023,SM2268XT,DRAM-less(64 MB HMB),2023,0.5,0.05,6,0
Kioxia BG6 (Kioxia BiCS6),1 TB,TLCKioxia162-layer,M.2 2230,PCIe 4.0 x4,May 2023,SM2268XT,DRAM-less(64 MB HMB),2023,1,0.05,6,0
Kioxia BG6 (Kioxia BiCS6),2 TB,TLCKioxia162-layer,M.2 2230,PCIe 4.0 x4,May 2023,SM2268XT,DRAM-less(64 MB HMB),2023,2,0.05,6,0
Kioxia BG6 (Kioxia BiCS5),256 GB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,May 2023,SM2268XT,DRAM-less(64 MB HMB),2023,0.25,0.05,6,0
Kioxia BG6 (Kioxia BiCS5),512 GB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,May 2023,SM2268XT,DRAM-less(64 MB HMB),2023,0.5,0.05,6,0
Kioxia BG6 (Kioxia BiCS6),1 TB,TLCKioxia162-layer,M.2 2280,PCIe 4.0 x4,May 2023,SM2268XT,DRAM-less(64 MB HMB),2023,1,0.05,6,0
Kioxia BG6 (Kioxia BiCS6),2 TB,TLCKioxia162-layer,M.2 2280,PCIe 4.0 x4,May 2023,SM2268XT,DRAM-less(64 MB HMB),2023,2,0.05,6,0
Klevv Genuine G560,1 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Sep 2024,Phison E26,2048 MB(1 TB model),2024,1,0,0,0
Klevv Genuine G560,2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Sep 2024,Phison E26,2048 MB(1 TB model),2024,2,6,8,12
Klevv Genuine G560,4 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Sep 2024,Phison E26,2048 MB(1 TB model),2024,4,0,0,0
Klevv CRAS CR700 RGB,480 GB,TLCSK Hynix72-layer,M.2 2280,PCIe 3.0 x4,May 2019,SM2263EN,Unknown,2019,0.46875,0,0,6
Klevv CRAS CR700 RGB,960 GB,TLCSK Hynix72-layer,M.2 2280,PCIe 3.0 x4,May 2019,SM2263EN,Unknown,2019,0.9375,0,0,0
Klevv CRAS C930,1 TB,TLCSK Hynix176-layer,M.2 2280,PCIe 4.0 x4,Nov 2022,IG5236,1024 MB(1 TB model),2022,1,0,0,0
Klevv CRAS C930,2 TB,TLCSK Hynix176-layer,M.2 2280,PCIe 4.0 x4,Nov 2022,IG5236,1024 MB(1 TB model),2022,2,2,6,8
Klevv CRAS C925,500 GB,TLCSK Hynix238-layer,M.2 2280,PCIe 4.0 x4,Jul 2024,MAP1602A,DRAM-less(40 MB HMB),2024,0.48828125,0,0,0
Klevv CRAS C925,1 TB,TLCSK Hynix238-layer,M.2 2280,PCIe 4.0 x4,Jul 2024,MAP1602A,DRAM-less(40 MB HMB),2024,1,0,0,0
Klevv CRAS C925,2 TB,TLCSK Hynix238-layer,M.2 2280,PCIe 4.0 x4,Jul 2024,MAP1602A,DRAM-less(40 MB HMB),2024,2,0,0,6
Klevv CRAS C920,1 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jun 2021,Phison E18,1024 MB(1 TB model),2021,1,0,0,0
Klevv CRAS C920,2 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jun 2021,Phison E18,1024 MB(1 TB model),2021,2,0,0,0
Klevv CRAS C910 (RTS5772DL + SK Hynix V6 512Gb),1 TB,TLCSK Hynix128-layer,M.2 2280,PCIe 4.0 x4,Nov 2022,RTS5772DL,DRAM-less(64 MB HMB),2022,1,0,0,0
Klevv CRAS C910 (RTS5772DL + SK Hynix V6 512Gb),4 TB,TLCSK Hynix128-layer,M.2 2280,PCIe 4.0 x4,Nov 2022,RTS5772DL,DRAM-less(64 MB HMB),2022,4,0,0,0
Klevv CRAS C910,500 GB,TLCUnknown,M.2 2280,PCIe 4.0 x4,Nov 2022,IG5220,DRAM-less(64 MB HMB),2022,0.48828125,0,0,0
Klevv CRAS C910,1 TB,TLCUnknown,M.2 2280,PCIe 4.0 x4,Nov 2022,IG5220,DRAM-less(64 MB HMB),2022,1,0,0,0
Kodak X100 (SM2259XT + Micron B47R),120 GB,TLCMicron176-layer,"2.5""",SATA 6 Gbps,2021,SM2259XT,DRAM-less,2021,0.1171875,0,0,0
Kodak X100 (SM2259XT + Micron B47R),240 GB,TLCMicron176-layer,"2.5""",SATA 6 Gbps,2021,SM2259XT,DRAM-less,2021,0.234375,0,0,0
Kodak X100 (SM2259XT + Micron B47R),480 GB,TLCMicron176-layer,"2.5""",SATA 6 Gbps,2021,SM2259XT,DRAM-less,2021,0.46875,0,0,0
Kodak X100 (SM2259XT + Micron B47R),960 GB,TLCMicron176-layer,"2.5""",SATA 6 Gbps,2021,SM2259XT,DRAM-less,2021,0.9375,0,0,0
